score_ratio,subject,learning_goal,difficulty
0.75,PHP,Academic Learning,Intermediate
0.6,C,Competitive Programming,Intermediate
0.31,Java,Interview Preparation,Beginner
0.59,MySQL,Academic Learning,Intermediate
0.29,React.js,Competitive Programming,Beginner
0.87,React.js,Interview Preparation,Advanced
0.73,C,Academic Learning,Intermediate
0.32,Python,Interview Preparation,Beginner
0.73,Python,Competitive Programming,Intermediate
0.52,MySQL,Interview Preparation,Intermediate
0.77,C,Interview Preparation,Intermediate
0.21,Python,Interview Preparation,Beginner
0.41,JavaScript,Competitive Programming,Beginner
0.64,C++,Interview Preparation,Intermediate
0.41,C++,Interview Preparation,Beginner
0.36,React.js,Competitive Programming,Beginner
0.53,React.js,Interview Preparation,Intermediate
0.58,C++,Competitive Programming,Intermediate
0.82,MySQL,Academic Learning,Advanced
0.42,Java,Competitive Programming,Beginner
0.2,C++,Competitive Programming,Beginner
0.58,Java,Interview Preparation,Intermediate
0.63,Python,Competitive Programming,Intermediate
0.92,Java,Interview Preparation,Advanced
0.74,React.js,Interview Preparation,Intermediate
0.69,Java,Competitive Programming,Intermediate
0.8,PHP,Academic Learning,Intermediate
0.8,C++,Competitive Programming,Intermediate
0.59,C,Interview Preparation,Intermediate
0.79,JavaScript,Competitive Programming,Intermediate
0.49,C++,Interview Preparation,Beginner
0.92,React.js,Competitive Programming,Advanced
0.54,Java,Competitive Programming,Intermediate
0.32,C,Competitive Programming,Beginner
0.45,PHP,Competitive Programming,Beginner
0.5,JavaScript,Academic Learning,Beginner
0.38,PHP,Competitive Programming,Beginner
0.78,React.js,Academic Learning,Intermediate
0.59,C++,Academic Learning,Intermediate
0.94,C++,Competitive Programming,Advanced
0.39,Java,Academic Learning,Beginner
0.47,Java,Interview Preparation,Beginner
0.38,React.js,Competitive Programming,Beginner
0.9,React.js,Interview Preparation,Advanced
0.61,C++,Interview Preparation,Intermediate
0.73,C++,Competitive Programming,Intermediate
0.76,Java,Competitive Programming,Intermediate
0.3,PHP,Competitive Programming,Beginner
0.62,JavaScript,Competitive Programming,Intermediate
0.68,C,Interview Preparation,Intermediate
0.32,C++,Interview Preparation,Beginner
0.93,React.js,Competitive Programming,Advanced
0.28,Python,Interview Preparation,Beginner
0.82,JavaScript,Interview Preparation,Advanced
0.9,C,Competitive Programming,Advanced
0.33,PHP,Academic Learning,Beginner
0.67,PHP,Academic Learning,Intermediate
0.7,MySQL,Academic Learning,Intermediate
0.74,Java,Interview Preparation,Intermediate
0.24,Java,Competitive Programming,Beginner
0.58,Java,Interview Preparation,Intermediate
0.45,React.js,Competitive Programming,Beginner
0.44,JavaScript,Interview Preparation,Beginner
0.9,C++,Academic Learning,Advanced
0.45,MySQL,Competitive Programming,Beginner
0.8,MySQL,Academic Learning,Intermediate
0.74,JavaScript,Competitive Programming,Intermediate
0.81,JavaScript,Academic Learning,Advanced
0.21,C,Academic Learning,Beginner
0.36,React.js,Interview Preparation,Beginner
0.49,C,Academic Learning,Beginner
0.69,PHP,Interview Preparation,Intermediate
0.3,React.js,Competitive Programming,Beginner
0.47,React.js,Interview Preparation,Beginner
0.21,JavaScript,Interview Preparation,Beginner
0.66,C,Academic Learning,Intermediate
0.69,MySQL,Academic Learning,Intermediate
0.33,C++,Competitive Programming,Beginner
0.37,React.js,Competitive Programming,Beginner
0.4,React.js,Competitive Programming,Beginner
0.48,Python,Interview Preparation,Beginner
0.68,React.js,Academic Learning,Intermediate
0.32,Python,Competitive Programming,Beginner
0.71,Python,Interview Preparation,Intermediate
0.8,React.js,Competitive Programming,Intermediate
0.44,C++,Competitive Programming,Beginner
0.38,MySQL,Interview Preparation,Beginner
0.72,MySQL,Academic Learning,Intermediate
0.28,React.js,Academic Learning,Beginner
0.41,MySQL,Academic Learning,Beginner
0.51,C++,Interview Preparation,Intermediate
0.62,Java,Competitive Programming,Intermediate
0.9,MySQL,Interview Preparation,Advanced
0.83,C,Interview Preparation,Advanced
0.48,Java,Interview Preparation,Beginner
0.22,C++,Competitive Programming,Beginner
0.44,React.js,Competitive Programming,Beginner
0.25,C++,Competitive Programming,Beginner
0.94,MySQL,Interview Preparation,Advanced
0.35,Python,Competitive Programming,Beginner
0.58,JavaScript,Competitive Programming,Intermediate
0.8,C++,Academic Learning,Intermediate
0.41,Python,Academic Learning,Beginner
0.5,C,Interview Preparation,Beginner
0.69,PHP,Competitive Programming,Intermediate
0.89,JavaScript,Interview Preparation,Advanced
0.43,Python,Academic Learning,Beginner
0.89,MySQL,Interview Preparation,Advanced
0.33,React.js,Competitive Programming,Beginner
0.77,C,Academic Learning,Intermediate
0.64,C++,Academic Learning,Intermediate
0.9,Python,Interview Preparation,Advanced
0.39,Python,Academic Learning,Beginner
0.25,Java,Academic Learning,Beginner
0.29,Python,Academic Learning,Beginner
0.6,MySQL,Competitive Programming,Intermediate
0.73,JavaScript,Competitive Programming,Intermediate
0.71,React.js,Interview Preparation,Intermediate
0.37,PHP,Competitive Programming,Beginner
0.47,MySQL,Academic Learning,Beginner
0.55,Python,Academic Learning,Intermediate
0.89,C,Interview Preparation,Advanced
0.91,JavaScript,Academic Learning,Advanced
0.27,C++,Academic Learning,Beginner
0.73,PHP,Interview Preparation,Intermediate
0.5,C++,Academic Learning,Beginner
0.46,JavaScript,Interview Preparation,Beginner
0.67,Python,Competitive Programming,Intermediate
0.26,MySQL,Academic Learning,Beginner
0.73,JavaScript,Academic Learning,Intermediate
0.79,C,Academic Learning,Intermediate
0.37,Python,Academic Learning,Beginner
0.26,Python,Interview Preparation,Beginner
0.51,PHP,Academic Learning,Intermediate
0.38,MySQL,Interview Preparation,Beginner
0.65,Python,Competitive Programming,Intermediate
0.86,MySQL,Competitive Programming,Advanced
0.77,Python,Academic Learning,Intermediate
0.59,PHP,Interview Preparation,Intermediate
0.76,C,Interview Preparation,Intermediate
0.82,C++,Competitive Programming,Advanced
0.45,React.js,Competitive Programming,Beginner
0.89,Python,Academic Learning,Advanced
0.73,MySQL,Interview Preparation,Intermediate
0.21,JavaScript,Interview Preparation,Beginner
0.69,C++,Competitive Programming,Intermediate
0.77,React.js,Competitive Programming,Intermediate
0.29,Java,Academic Learning,Beginner
0.74,React.js,Competitive Programming,Intermediate
0.74,C++,Interview Preparation,Intermediate
0.5,MySQL,Interview Preparation,Beginner
0.57,React.js,Interview Preparation,Intermediate
0.44,C,Interview Preparation,Beginner
0.77,MySQL,Interview Preparation,Intermediate
0.55,MySQL,Interview Preparation,Intermediate
0.86,Python,Interview Preparation,Advanced
0.65,C,Interview Preparation,Intermediate
0.78,Java,Academic Learning,Intermediate
0.79,Java,Competitive Programming,Intermediate
0.79,Python,Competitive Programming,Intermediate
0.8,Python,Interview Preparation,Intermediate
0.65,Java,Competitive Programming,Intermediate
0.77,JavaScript,Interview Preparation,Intermediate
0.94,Python,Competitive Programming,Advanced
0.65,MySQL,Academic Learning,Intermediate
0.25,C,Academic Learning,Beginner
0.54,MySQL,Academic Learning,Intermediate
0.66,C,Interview Preparation,Intermediate
0.79,PHP,Competitive Programming,Intermediate
0.27,Java,Interview Preparation,Beginner
0.38,C++,Academic Learning,Beginner
0.22,Python,Interview Preparation,Beginner
0.61,C++,Competitive Programming,Intermediate
0.55,C++,Competitive Programming,Intermediate
0.51,React.js,Competitive Programming,Intermediate
0.85,C++,Interview Preparation,Advanced
0.36,Java,Competitive Programming,Beginner
0.49,C,Competitive Programming,Beginner
0.7,MySQL,Competitive Programming,Intermediate
0.38,JavaScript,Academic Learning,Beginner
0.41,Python,Interview Preparation,Beginner
0.7,C,Academic Learning,Intermediate
0.49,PHP,Competitive Programming,Beginner
0.76,React.js,Interview Preparation,Intermediate
0.55,Python,Interview Preparation,Intermediate
0.87,JavaScript,Academic Learning,Advanced
0.89,JavaScript,Competitive Programming,Advanced
0.58,Python,Competitive Programming,Intermediate
0.84,React.js,Academic Learning,Advanced
0.29,React.js,Interview Preparation,Beginner
0.84,React.js,Competitive Programming,Advanced
0.89,JavaScript,Academic Learning,Advanced
0.41,React.js,Competitive Programming,Beginner
0.74,JavaScript,Interview Preparation,Intermediate
0.37,React.js,Competitive Programming,Beginner
0.53,MySQL,Competitive Programming,Intermediate
0.41,C,Competitive Programming,Beginner
0.94,Java,Academic Learning,Advanced
0.77,React.js,Interview Preparation,Intermediate
0.26,MySQL,Interview Preparation,Beginner
0.56,C,Interview Preparation,Intermediate
0.49,C,Interview Preparation,Beginner
0.69,React.js,Interview Preparation,Intermediate
0.75,React.js,Academic Learning,Intermediate
0.37,C,Academic Learning,Beginner
0.29,C++,Interview Preparation,Beginner
0.77,C,Academic Learning,Intermediate
0.8,Python,Academic Learning,Intermediate
0.48,C,Interview Preparation,Beginner
0.49,React.js,Academic Learning,Beginner
0.4,React.js,Interview Preparation,Beginner
0.69,JavaScript,Interview Preparation,Intermediate
0.29,PHP,Interview Preparation,Beginner
0.72,PHP,Interview Preparation,Intermediate
0.65,JavaScript,Interview Preparation,Intermediate
0.9,Python,Interview Preparation,Advanced
0.69,JavaScript,Interview Preparation,Intermediate
0.38,JavaScript,Competitive Programming,Beginner
0.32,JavaScript,Interview Preparation,Beginner
0.94,Python,Interview Preparation,Advanced
0.2,C++,Competitive Programming,Beginner
0.25,React.js,Academic Learning,Beginner
0.61,C,Competitive Programming,Intermediate
0.35,Python,Competitive Programming,Beginner
0.45,MySQL,Academic Learning,Beginner
0.85,PHP,Interview Preparation,Advanced
0.65,C,Competitive Programming,Intermediate
0.24,C++,Competitive Programming,Beginner
0.74,C,Academic Learning,Intermediate
0.7,C,Interview Preparation,Intermediate
0.54,React.js,Interview Preparation,Intermediate
0.92,JavaScript,Interview Preparation,Advanced
0.53,JavaScript,Competitive Programming,Intermediate
0.47,MySQL,Competitive Programming,Beginner
0.66,PHP,Interview Preparation,Intermediate
0.67,C++,Interview Preparation,Intermediate
0.63,JavaScript,Competitive Programming,Intermediate
0.83,MySQL,Interview Preparation,Advanced
0.4,React.js,Interview Preparation,Beginner
0.85,React.js,Competitive Programming,Advanced
0.85,JavaScript,Competitive Programming,Advanced
0.51,C++,Interview Preparation,Intermediate
0.64,JavaScript,Academic Learning,Intermediate
0.75,C++,Academic Learning,Intermediate
0.24,MySQL,Academic Learning,Beginner
0.79,MySQL,Academic Learning,Intermediate
0.86,PHP,Interview Preparation,Advanced
0.37,React.js,Competitive Programming,Beginner
0.88,PHP,Interview Preparation,Advanced
0.42,React.js,Competitive Programming,Beginner
0.66,C++,Academic Learning,Intermediate
0.81,Java,Academic Learning,Advanced
0.25,C,Interview Preparation,Beginner
0.87,C,Academic Learning,Advanced
0.77,React.js,Academic Learning,Intermediate
0.4,React.js,Competitive Programming,Beginner
0.31,C,Interview Preparation,Beginner
0.87,MySQL,Interview Preparation,Advanced
0.75,C++,Competitive Programming,Intermediate
0.53,Java,Interview Preparation,Intermediate
0.65,C++,Academic Learning,Intermediate
0.56,C,Academic Learning,Intermediate
0.7,Java,Interview Preparation,Intermediate
0.86,C++,Academic Learning,Advanced
0.81,PHP,Academic Learning,Advanced
0.29,MySQL,Interview Preparation,Beginner
0.49,JavaScript,Interview Preparation,Beginner
0.59,C,Academic Learning,Intermediate
0.34,MySQL,Academic Learning,Beginner
0.41,React.js,Competitive Programming,Beginner
0.68,Python,Interview Preparation,Intermediate
0.65,React.js,Interview Preparation,Intermediate
0.38,Java,Interview Preparation,Beginner
0.36,Java,Interview Preparation,Beginner
0.38,Java,Competitive Programming,Beginner
0.64,C,Interview Preparation,Intermediate
0.76,C,Interview Preparation,Intermediate
0.62,Python,Competitive Programming,Intermediate
0.9,C++,Interview Preparation,Advanced
0.91,JavaScript,Academic Learning,Advanced
0.42,Java,Interview Preparation,Beginner
0.21,C,Competitive Programming,Beginner
0.82,PHP,Academic Learning,Advanced
0.6,C,Interview Preparation,Intermediate
0.42,Python,Competitive Programming,Beginner
0.39,JavaScript,Competitive Programming,Beginner
0.91,C++,Academic Learning,Advanced
0.48,React.js,Interview Preparation,Beginner
0.91,C++,Interview Preparation,Advanced
0.9,MySQL,Academic Learning,Advanced
0.75,Python,Academic Learning,Intermediate
0.56,C++,Competitive Programming,Intermediate
0.77,Java,Competitive Programming,Intermediate
0.32,C,Interview Preparation,Beginner
0.51,PHP,Academic Learning,Intermediate
0.75,MySQL,Interview Preparation,Intermediate
0.67,MySQL,Interview Preparation,Intermediate
0.65,MySQL,Academic Learning,Intermediate
0.87,React.js,Interview Preparation,Advanced
0.9,PHP,Interview Preparation,Advanced
0.23,C++,Competitive Programming,Beginner
0.87,PHP,Competitive Programming,Advanced
0.48,C++,Interview Preparation,Beginner
0.81,PHP,Interview Preparation,Advanced
0.65,Python,Interview Preparation,Intermediate
0.89,C,Competitive Programming,Advanced
0.69,C++,Competitive Programming,Intermediate
0.63,MySQL,Interview Preparation,Intermediate
0.92,MySQL,Interview Preparation,Advanced
0.83,React.js,Interview Preparation,Advanced
0.44,React.js,Academic Learning,Beginner
0.43,Python,Interview Preparation,Beginner
0.87,Java,Competitive Programming,Advanced
0.83,JavaScript,Interview Preparation,Advanced
0.32,C,Competitive Programming,Beginner
0.72,MySQL,Competitive Programming,Intermediate
0.39,Java,Academic Learning,Beginner
0.39,MySQL,Interview Preparation,Beginner
0.76,JavaScript,Competitive Programming,Intermediate
0.54,C++,Academic Learning,Intermediate
0.76,JavaScript,Academic Learning,Intermediate
0.34,Python,Academic Learning,Beginner
0.7,MySQL,Interview Preparation,Intermediate
0.84,PHP,Competitive Programming,Advanced
0.54,React.js,Interview Preparation,Intermediate
0.86,JavaScript,Academic Learning,Advanced
0.52,PHP,Academic Learning,Intermediate
0.24,C++,Competitive Programming,Beginner
0.66,React.js,Academic Learning,Intermediate
0.24,C++,Academic Learning,Beginner
0.55,C++,Competitive Programming,Intermediate
0.2,JavaScript,Academic Learning,Beginner
0.86,MySQL,Academic Learning,Advanced
0.29,JavaScript,Competitive Programming,Beginner
0.92,C++,Academic Learning,Advanced
0.62,Java,Academic Learning,Intermediate
0.69,MySQL,Academic Learning,Intermediate
0.93,Java,Academic Learning,Advanced
0.58,Python,Competitive Programming,Intermediate
0.56,Java,Academic Learning,Intermediate
0.36,Python,Interview Preparation,Beginner
0.71,C,Interview Preparation,Intermediate
0.27,React.js,Academic Learning,Beginner
0.58,MySQL,Competitive Programming,Intermediate
0.29,JavaScript,Competitive Programming,Beginner
0.38,C++,Interview Preparation,Beginner
0.39,PHP,Competitive Programming,Beginner
0.34,MySQL,Competitive Programming,Beginner
0.54,C++,Interview Preparation,Intermediate
0.54,MySQL,Interview Preparation,Intermediate
0.72,Java,Academic Learning,Intermediate
0.41,Java,Academic Learning,Beginner
0.94,JavaScript,Interview Preparation,Advanced
0.86,JavaScript,Academic Learning,Advanced
0.23,JavaScript,Competitive Programming,Beginner
0.41,Python,Interview Preparation,Beginner
0.34,C++,Interview Preparation,Beginner
0.82,Java,Interview Preparation,Advanced
0.8,Java,Competitive Programming,Intermediate
0.39,MySQL,Competitive Programming,Beginner
0.94,Java,Competitive Programming,Advanced
0.49,PHP,Academic Learning,Beginner
0.65,JavaScript,Interview Preparation,Intermediate
0.73,React.js,Interview Preparation,Intermediate
0.33,Python,Competitive Programming,Beginner
0.46,MySQL,Competitive Programming,Beginner
0.95,Python,Competitive Programming,Advanced
0.3,Python,Academic Learning,Beginner
0.59,React.js,Competitive Programming,Intermediate
0.55,React.js,Academic Learning,Intermediate
0.32,Python,Academic Learning,Beginner
0.58,Java,Competitive Programming,Intermediate
0.62,Python,Academic Learning,Intermediate
0.95,React.js,Academic Learning,Advanced
0.47,PHP,Interview Preparation,Beginner
0.34,React.js,Competitive Programming,Beginner
0.68,PHP,Competitive Programming,Intermediate
0.76,C,Interview Preparation,Intermediate
0.22,C++,Academic Learning,Beginner
0.87,C,Academic Learning,Advanced
0.66,MySQL,Competitive Programming,Intermediate
0.81,JavaScript,Interview Preparation,Advanced
0.4,React.js,Academic Learning,Beginner
0.68,Java,Interview Preparation,Intermediate
0.36,C++,Academic Learning,Beginner
0.8,JavaScript,Competitive Programming,Intermediate
0.43,JavaScript,Academic Learning,Beginner
0.79,PHP,Competitive Programming,Intermediate
0.25,C++,Interview Preparation,Beginner
0.64,C,Interview Preparation,Intermediate
0.69,PHP,Competitive Programming,Intermediate
0.57,JavaScript,Competitive Programming,Intermediate
0.75,Python,Interview Preparation,Intermediate
0.58,Java,Academic Learning,Intermediate
0.75,MySQL,Competitive Programming,Intermediate
0.66,MySQL,Interview Preparation,Intermediate
0.86,Python,Academic Learning,Advanced
0.38,JavaScript,Academic Learning,Beginner
0.29,PHP,Academic Learning,Beginner
0.75,Java,Competitive Programming,Intermediate
0.54,MySQL,Academic Learning,Intermediate
0.51,C,Interview Preparation,Intermediate
0.27,Java,Competitive Programming,Beginner
0.88,MySQL,Academic Learning,Advanced
0.59,Java,Interview Preparation,Intermediate
0.72,JavaScript,Interview Preparation,Intermediate
0.77,C,Competitive Programming,Intermediate
0.67,C,Academic Learning,Intermediate
0.6,C++,Competitive Programming,Intermediate
0.77,React.js,Competitive Programming,Intermediate
0.59,C++,Interview Preparation,Intermediate
0.85,React.js,Academic Learning,Advanced
0.78,PHP,Competitive Programming,Intermediate
0.34,C++,Competitive Programming,Beginner
0.29,PHP,Academic Learning,Beginner
0.79,PHP,Competitive Programming,Intermediate
0.88,C++,Interview Preparation,Advanced
0.36,Java,Interview Preparation,Beginner
0.24,MySQL,Academic Learning,Beginner
0.5,C++,Interview Preparation,Beginner
0.73,React.js,Interview Preparation,Intermediate
0.73,Python,Academic Learning,Intermediate
0.49,MySQL,Interview Preparation,Beginner
0.64,React.js,Academic Learning,Intermediate
0.81,Python,Interview Preparation,Advanced
0.88,Java,Academic Learning,Advanced
0.9,React.js,Academic Learning,Advanced
0.22,JavaScript,Interview Preparation,Beginner
0.58,JavaScript,Competitive Programming,Intermediate
0.65,PHP,Academic Learning,Intermediate
0.58,React.js,Competitive Programming,Intermediate
0.44,MySQL,Competitive Programming,Beginner
0.72,React.js,Interview Preparation,Intermediate
0.86,Java,Interview Preparation,Advanced
0.87,Python,Competitive Programming,Advanced
0.53,MySQL,Competitive Programming,Intermediate
0.94,Java,Academic Learning,Advanced
0.4,Java,Academic Learning,Beginner
0.85,PHP,Interview Preparation,Advanced
0.39,Java,Academic Learning,Beginner
0.6,C++,Academic Learning,Intermediate
0.78,Python,Academic Learning,Intermediate
0.28,C,Competitive Programming,Beginner
0.55,Java,Competitive Programming,Intermediate
0.93,C,Interview Preparation,Advanced
0.76,PHP,Academic Learning,Intermediate
0.25,Python,Interview Preparation,Beginner
0.88,C,Interview Preparation,Advanced
0.87,JavaScript,Academic Learning,Advanced
0.4,JavaScript,Competitive Programming,Beginner
0.78,C++,Interview Preparation,Intermediate
0.82,React.js,Academic Learning,Advanced
0.75,C,Interview Preparation,Intermediate
0.82,C++,Academic Learning,Advanced
0.87,C,Interview Preparation,Advanced
0.25,PHP,Competitive Programming,Beginner
0.6,C,Interview Preparation,Intermediate
0.22,Java,Competitive Programming,Beginner
0.42,MySQL,Academic Learning,Beginner
0.56,Python,Competitive Programming,Intermediate
0.92,Python,Interview Preparation,Advanced
0.27,C++,Academic Learning,Beginner
0.8,JavaScript,Academic Learning,Intermediate
0.49,PHP,Academic Learning,Beginner
0.83,Java,Competitive Programming,Advanced
0.51,React.js,Interview Preparation,Intermediate
0.9,React.js,Interview Preparation,Advanced
0.31,Python,Academic Learning,Beginner
0.7,Java,Competitive Programming,Intermediate
0.84,JavaScript,Competitive Programming,Advanced
0.64,C++,Competitive Programming,Intermediate
0.62,C,Competitive Programming,Intermediate
0.28,Python,Academic Learning,Beginner
0.92,React.js,Competitive Programming,Advanced
0.73,MySQL,Academic Learning,Intermediate
0.61,C++,Academic Learning,Intermediate
0.46,Python,Interview Preparation,Beginner
0.51,Java,Interview Preparation,Intermediate
0.31,C++,Academic Learning,Beginner
0.22,C,Competitive Programming,Beginner
0.94,React.js,Academic Learning,Advanced
0.24,C++,Interview Preparation,Beginner
0.46,JavaScript,Competitive Programming,Beginner
0.37,PHP,Interview Preparation,Beginner
0.29,React.js,Interview Preparation,Beginner
0.79,Python,Academic Learning,Intermediate
0.73,PHP,Academic Learning,Intermediate
0.61,C++,Interview Preparation,Intermediate
0.48,C,Competitive Programming,Beginner
0.34,MySQL,Interview Preparation,Beginner
0.91,React.js,Academic Learning,Advanced
0.31,Python,Interview Preparation,Beginner
0.64,Python,Competitive Programming,Intermediate
0.66,Python,Academic Learning,Intermediate
0.7,Python,Interview Preparation,Intermediate
0.89,React.js,Interview Preparation,Advanced
0.52,PHP,Competitive Programming,Intermediate
0.29,JavaScript,Interview Preparation,Beginner
0.77,MySQL,Competitive Programming,Intermediate
0.56,PHP,Interview Preparation,Intermediate
0.59,Python,Academic Learning,Intermediate
0.84,MySQL,Interview Preparation,Advanced
0.2,PHP,Academic Learning,Beginner
0.79,C,Competitive Programming,Intermediate
0.66,JavaScript,Competitive Programming,Intermediate
0.27,MySQL,Academic Learning,Beginner
0.95,C++,Interview Preparation,Advanced
0.34,C,Academic Learning,Beginner
0.44,Python,Interview Preparation,Beginner
0.76,Python,Interview Preparation,Intermediate
0.56,Java,Academic Learning,Intermediate
0.22,Java,Interview Preparation,Beginner
0.83,PHP,Academic Learning,Advanced
0.31,React.js,Academic Learning,Beginner
0.67,C++,Interview Preparation,Intermediate
0.86,React.js,Interview Preparation,Advanced
0.43,C,Interview Preparation,Beginner
0.84,C++,Interview Preparation,Advanced
0.38,Java,Competitive Programming,Beginner
0.61,JavaScript,Academic Learning,Intermediate
0.72,PHP,Competitive Programming,Intermediate
0.92,PHP,Interview Preparation,Advanced
0.43,React.js,Academic Learning,Beginner
0.93,React.js,Academic Learning,Advanced
0.7,React.js,Academic Learning,Intermediate
0.22,Java,Competitive Programming,Beginner
0.73,PHP,Interview Preparation,Intermediate
0.24,C,Competitive Programming,Beginner
0.82,React.js,Competitive Programming,Advanced
0.91,MySQL,Academic Learning,Advanced
0.72,C,Interview Preparation,Intermediate
0.75,C,Interview Preparation,Intermediate
0.22,MySQL,Interview Preparation,Beginner
0.35,MySQL,Academic Learning,Beginner
0.36,C++,Competitive Programming,Beginner
0.89,C++,Interview Preparation,Advanced
0.35,PHP,Interview Preparation,Beginner
0.47,JavaScript,Academic Learning,Beginner
0.4,React.js,Interview Preparation,Beginner
0.93,C++,Academic Learning,Advanced
0.78,Python,Interview Preparation,Intermediate
0.49,C++,Interview Preparation,Beginner
0.71,C++,Competitive Programming,Intermediate
0.32,C,Interview Preparation,Beginner
0.34,Java,Interview Preparation,Beginner
0.31,C,Interview Preparation,Beginner
0.7,C,Academic Learning,Intermediate
0.36,Python,Competitive Programming,Beginner
0.4,PHP,Academic Learning,Beginner
0.39,Java,Competitive Programming,Beginner
0.53,MySQL,Competitive Programming,Intermediate
0.83,C,Academic Learning,Advanced
0.62,C++,Academic Learning,Intermediate
0.65,MySQL,Interview Preparation,Intermediate
0.93,React.js,Interview Preparation,Advanced
0.87,C++,Competitive Programming,Advanced
0.82,C++,Competitive Programming,Advanced
0.3,C,Academic Learning,Beginner
0.28,MySQL,Competitive Programming,Beginner
0.32,Java,Interview Preparation,Beginner
0.76,C,Academic Learning,Intermediate
0.51,C++,Academic Learning,Intermediate
0.59,Java,Interview Preparation,Intermediate
0.57,C++,Academic Learning,Intermediate
0.55,PHP,Academic Learning,Intermediate
0.53,Python,Competitive Programming,Intermediate
0.53,C,Competitive Programming,Intermediate
0.81,C,Interview Preparation,Advanced
0.61,C++,Academic Learning,Intermediate
0.9,JavaScript,Competitive Programming,Advanced
0.65,C,Academic Learning,Intermediate
0.3,Python,Competitive Programming,Beginner
0.52,JavaScript,Interview Preparation,Intermediate
0.93,React.js,Academic Learning,Advanced
0.59,PHP,Academic Learning,Intermediate
0.64,MySQL,Competitive Programming,Intermediate
0.85,Python,Academic Learning,Advanced
0.38,JavaScript,Interview Preparation,Beginner
0.23,C++,Interview Preparation,Beginner
0.77,C++,Competitive Programming,Intermediate
0.54,MySQL,Interview Preparation,Intermediate
0.46,Python,Competitive Programming,Beginner
0.76,PHP,Competitive Programming,Intermediate
0.62,React.js,Academic Learning,Intermediate
0.91,MySQL,Competitive Programming,Advanced
0.21,Java,Interview Preparation,Beginner
0.76,C++,Academic Learning,Intermediate
0.21,Python,Academic Learning,Beginner
0.36,Python,Academic Learning,Beginner
0.24,C,Competitive Programming,Beginner
0.83,PHP,Academic Learning,Advanced
0.22,PHP,Competitive Programming,Beginner
0.73,Python,Interview Preparation,Intermediate
0.69,C++,Academic Learning,Intermediate
0.41,PHP,Academic Learning,Beginner
0.71,MySQL,Interview Preparation,Intermediate
0.93,MySQL,Academic Learning,Advanced
0.47,C++,Interview Preparation,Beginner
0.48,JavaScript,Competitive Programming,Beginner
0.53,React.js,Academic Learning,Intermediate
0.28,Python,Interview Preparation,Beginner
0.64,React.js,Academic Learning,Intermediate
0.25,C,Academic Learning,Beginner
0.48,JavaScript,Interview Preparation,Beginner
0.81,MySQL,Interview Preparation,Advanced
0.68,MySQL,Interview Preparation,Intermediate
0.67,C++,Interview Preparation,Intermediate
0.64,PHP,Academic Learning,Intermediate
0.8,Java,Competitive Programming,Intermediate
0.44,React.js,Interview Preparation,Beginner
0.38,Python,Academic Learning,Beginner
0.37,JavaScript,Competitive Programming,Beginner
0.26,C++,Competitive Programming,Beginner
0.73,Python,Competitive Programming,Intermediate
0.51,JavaScript,Interview Preparation,Intermediate
0.37,C,Interview Preparation,Beginner
0.4,C,Interview Preparation,Beginner
0.87,PHP,Academic Learning,Advanced
0.61,MySQL,Interview Preparation,Intermediate
0.23,MySQL,Competitive Programming,Beginner
0.74,Python,Interview Preparation,Intermediate
0.32,MySQL,Competitive Programming,Beginner
0.76,React.js,Interview Preparation,Intermediate
0.81,C,Academic Learning,Advanced
0.2,PHP,Interview Preparation,Beginner
0.6,JavaScript,Competitive Programming,Intermediate
0.72,C++,Academic Learning,Intermediate
0.24,MySQL,Competitive Programming,Beginner
0.41,PHP,Academic Learning,Beginner
0.43,PHP,Academic Learning,Beginner
0.84,C,Academic Learning,Advanced
0.55,React.js,Competitive Programming,Intermediate
0.61,C,Interview Preparation,Intermediate
0.46,Python,Academic Learning,Beginner
0.55,JavaScript,Interview Preparation,Intermediate
0.22,Java,Competitive Programming,Beginner
0.9,Java,Academic Learning,Advanced
0.92,PHP,Competitive Programming,Advanced
0.88,JavaScript,Competitive Programming,Advanced
0.75,C++,Interview Preparation,Intermediate
0.74,MySQL,Competitive Programming,Intermediate
0.67,Java,Interview Preparation,Intermediate
0.86,MySQL,Interview Preparation,Advanced
0.66,React.js,Academic Learning,Intermediate
0.9,MySQL,Interview Preparation,Advanced
0.81,C++,Interview Preparation,Advanced
0.47,Python,Academic Learning,Beginner
0.21,Python,Academic Learning,Beginner
0.43,React.js,Competitive Programming,Beginner
0.37,C,Competitive Programming,Beginner
0.85,Python,Academic Learning,Advanced
0.51,MySQL,Interview Preparation,Intermediate
0.85,Java,Competitive Programming,Advanced
0.66,Python,Academic Learning,Intermediate
0.84,Java,Competitive Programming,Advanced
0.65,C,Interview Preparation,Intermediate
0.24,React.js,Interview Preparation,Beginner
0.78,JavaScript,Interview Preparation,Intermediate
0.94,Python,Academic Learning,Advanced
0.26,JavaScript,Academic Learning,Beginner
0.22,MySQL,Competitive Programming,Beginner
0.9,JavaScript,Interview Preparation,Advanced
0.58,C++,Competitive Programming,Intermediate
0.57,React.js,Competitive Programming,Intermediate
0.53,C++,Academic Learning,Intermediate
0.63,JavaScript,Academic Learning,Intermediate
0.72,C,Competitive Programming,Intermediate
0.85,JavaScript,Academic Learning,Advanced
0.24,React.js,Interview Preparation,Beginner
0.5,C++,Interview Preparation,Beginner
